drug,city,name,address,price
METFORMIN HCL,Pittsburgh,RITE AID PHARMACY  ,"623 Smithfield St
Pittsburgh, PA 15222",8.78
METFORMIN HCL,Pittsburgh,MEDICAP PHARMACY  ,"225 Grant Ave
Millvale, PA 15209",8.82
METFORMIN HCL,Pittsburgh,CVS PHARMACY  ,"429 Smithfield St
Pittsburgh, PA 15222",9.69
METFORMIN HCL,Pittsburgh,WALGREENS  ,"112 W Steuben St
Crafton, PA 15205",11.54
METFORMIN HCL,Portland,FRED MEYER PHARMACY  ,"100 NW 20th Pl
Portland, OR 97209",3.8
METFORMIN HCL,Portland,QFC PHARMACY  ,"5544 E Burnside St
Portland, OR 97215",3.8
METFORMIN HCL,Portland,WALMART PHARMACY  ,"4200 SE 82nd Ave
Portland, OR 97266",4
METFORMIN HCL,Portland,APOTHECARY EMANUEL  ,"501 N Graham St
Portland, OR 97227",4.2
METFORMIN HCL,Portland,OHSU OUTPATIENT PHARMACY  ,"3181 SW Sam Jackson Park Rd
Portland, OR 97239",8.22
METFORMIN HCL,Portland,OHSU PHARMACY AT CHH BUILDING 2  ,"3303 SW BOND AVE
Portland, OR 97239",8.22
METFORMIN HCL,Portland,COSTCO PHARMACY  ,"7855 SW Dartmouth St
Tigard, OR 97223",8.22
METFORMIN HCL,Portland,RITE AID PHARMACY  ,"622 SW Alder St
Portland, OR 97205",8.78
METFORMIN HCL,Portland,CVS PHARMACY  ,"538 SW 4th Ave
Portland, OR 97204",9.69
METFORMIN HCL,Portland,SAFEWAY PHARMACY  ,"1030 SW Jefferson St
Portland, OR 97201",9.8
METFORMIN HCL,Portland,SAVON PHARMACY  ,"5415 SW Beaverton Hillsdale Hwy
Portland, OR 97221",11.3
METFORMIN HCL,Portland,SAV-ON PHARMACY  ,"5850 NE Prescott St
Portland, OR 97218",11.3
METFORMIN HCL,Portland,WALGREENS  ,"2103 W Burnside St
Portland, OR 97210",11.54
METFORMIN HCL,Portland,"COMMUNITY, A WALGREENS PHARMACY  ","1215 NW 23rd Ave
Portland, OR 97210",11.54
METFORMIN HCL,Portland,ALLIANCERX WALGREENS PRIME  ,"9775 SW Gemini Dr Ste 1
Beaverton, OR 97008",11.54
METFORMIN HCL,"Riverside, CA",NORTH RIALTO DRUG  ,"531 E Foothill Blvd
Rialto, CA 92376",5.37
METFORMIN HCL,"Riverside, CA",RALPHS PHARMACY  ,"3350 La Sierra Ave
Riverside, CA 92503",5.74
METFORMIN HCL,"Riverside, CA",COMMUNITY CARE PHARMACY  ,"4440 Brockton Ave
Riverside, CA 92501",6.55
METFORMIN HCL,"Riverside, CA",COMMUNITY PROFESSIONAL PHARMACY  ,"4510 Brockton Ave Ste 107
Riverside, CA 92501",6.55
METFORMIN HCL,"Riverside, CA",GOLDEN HEALTH PHARMACY  ,"2392 University Ave
Riverside, CA 92507",6.55
METFORMIN HCL,"Riverside, CA",CENTRAL BEST PHARMACY INC  ,"4100 Central Ave Ste 100
Riverside, CA 92506",6.55
METFORMIN HCL,"Riverside, CA",SPENCERS RX  ,"6942 Brockton Ave
Riverside, CA 92506",6.55
METFORMIN HCL,"Riverside, CA",ABC PHARMACY  ,"777 W Blaine St
Riverside, CA 92507",6.55
METFORMIN HCL,"Riverside, CA",CARE PLUS PHARMACY  ,"4990 Arlington Ave Ste A
Riverside, CA 92504",6.55
METFORMIN HCL,"Riverside, CA",VAN BUREN PHARMACY  ,"5541 Van Buren Blvd
Riverside, CA 92503",6.55
METFORMIN HCL,"Riverside, CA",RIVERSIDE PHARMACY AND COMPOUNDING  ,"9448 Magnolia Ave Ste B
Riverside, CA 92503",6.55
METFORMIN HCL,"Riverside, CA",COLTON PHARMACY  ,"518 W Valley Blvd
Colton, CA 92324",6.55
METFORMIN HCL,"Riverside, CA",ST MINA PHARMACY AND HOME CARE  ,"16701 Valley Blvd Ste E
Fontana, CA 92335",6.55
METFORMIN HCL,"Riverside, CA",DAY STREET PHARMACY  ,"23900 Ironwood Ave Ste C
Moreno Valley, CA 92557",6.55
METFORMIN HCL,"Riverside, CA",MEDICAL PLAZA PHARMACY  ,"12818 Heacock St Ste C5
Moreno Valley, CA 92553",6.55
METFORMIN HCL,"Riverside, CA",ST MINA PHARMACY  ,"8110 Mango Ave Ste 105
Fontana, CA 92335",6.55
METFORMIN HCL,"Riverside, CA",CARE PHARMACY  ,"16137 Foothill Blvd
Fontana, CA 92335",6.55
METFORMIN HCL,"Riverside, CA",FOOTHILL PHARMACY  ,"720 E FOOTHILL BLVD
Rialto, CA 92376",7.28
METFORMIN HCL,"Riverside, CA",COSTCO PHARMACY  ,"12700 Day St
Moreno Valley, CA 92553",8.22
METFORMIN HCL,"Riverside, CA",RITE AID PHARMACY  ,"3849 Chicago Ave
Riverside, CA 92507",8.78
METFORMIN HCL,Sacramento,RALEYS PHARMACY  ,"1601 W Capitol Ave
West Sacramento, CA 95691",3.99
METFORMIN HCL,Sacramento,BEL AIR PHARMACY  ,"1540 W El Camino Ave
Sacramento, CA 95833",3.99
METFORMIN HCL,Sacramento,SAVE MART PHARMACY  ,"2501 Fair Oaks Blvd
Sacramento, CA 95825",5.37
METFORMIN HCL,Sacramento,PAYLESS PHARMACY  ,"2303 Northgate Blvd
Sacramento, CA 95833",6.55
METFORMIN HCL,Sacramento,MED-AID PHARMACY  ,"3100 Stockton Blvd
Sacramento, CA 95820",6.55
METFORMIN HCL,Sacramento,WELL-CARE PHARMACY  ,"3645 Northgate Blvd Ste F
Sacramento, CA 95834",6.55
METFORMIN HCL,Sacramento,KIM PHARMACY  ,"5026 Fruitridge Rd Ste 3
Sacramento, CA 95820",6.55
METFORMIN HCL,Sacramento,ANDERSON BROS FLORIN SQUARE PHARMACY  ,"2374 Florin Rd
Sacramento, CA 95822",6.55
METFORMIN HCL,Sacramento,VANGS PHARMACY  ,"7260 E Southgate Dr Ste E
Sacramento, CA 95823",6.55
METFORMIN HCL,Sacramento,MEDCARE PHARMACY  ,"4241 Florin Rd Ste 50A
Sacramento, CA 95823",7.28
METFORMIN HCL,Sacramento,COSTCO PHARMACY  ,"1600 Expo Pkwy
Sacramento, CA 95815",8.22
METFORMIN HCL,Sacramento,RITE AID PHARMACY  ,"831 K St
Sacramento, CA 95814",8.78
METFORMIN HCL,Sacramento,CVS PHARMACY  ,"1701 K St
Sacramento, CA 95811",9.69
METFORMIN HCL,Sacramento,SAFEWAY PHARMACY  ,"1814 19th St
Sacramento, CA 95811",9.8
METFORMIN HCL,Sacramento,WALGREENS  ,"1401 Broadway
Sacramento, CA 95818",11.54
METFORMIN HCL,Sacramento,WALGREENS SPECIALTY PHARMACY  ,"1020 29th St Ste 140
Sacramento, CA 95816",11.54
METFORMIN HCL,Sacramento,WALMART PHARMACY  ,"755 Riverpoint Ct
West Sacramento, CA 95605",39.19
METFORMIN HCL,San Antonio,WALMART PHARMACY  ,"918 Bandera Rd
San Antonio, TX 78228",4
METFORMIN HCL,San Antonio,HEB PHARMACY  ,"415 N New Braunfels Ave
San Antonio, TX 78202",4.8
METFORMIN HCL,San Antonio,GROCERY OUTLET PHARMACY  ,"1568 Austin Hwy
San Antonio, TX 78218",6.24
METFORMIN HCL,San Antonio,"RENUE RX, A BENZER PHARMACY  ","810 SE Military Dr
San Antonio, TX 78214",6.84
METFORMIN HCL,San Antonio,CVS PHARMACY  ,"300 E Commerce St
San Antonio, TX 78205",9.69
METFORMIN HCL,San Antonio,WALGREENS  ,"300 E Houston St
San Antonio, TX 78205",11.54
METFORMIN HCL,San Antonio,"COMMUNITY, A WALGREENS PHARMACY  ","7333 Barlite Blvd Ste 150
San Antonio, TX 78224",11.54
METFORMIN HCL,San Diego,PHILLIP PHARMACY  ,"5507 El Cajon Blvd # E
San Diego, CA 92115",4.2
METFORMIN HCL,San Diego,ALVARADO COMMUNITY PHARMACY  ,"6367 Alvarado Ct Ste 109
San Diego, CA 92120",5.37
METFORMIN HCL,San Diego,RALPHS PHARMACY  ,"101 G St
San Diego, CA 92101",5.74
METFORMIN HCL,San Diego,MKT SPECIALTY PHARMACY  ,"4153 University Ave Ste B
San Diego, CA 92105",6.55
METFORMIN HCL,San Diego,LINDA VISTA PHARMACY  ,"2361 Ulric St
San Diego, CA 92111",6.55
METFORMIN HCL,San Diego,DAWN PHARMACY  ,"4776 El Cajon Blvd Ste 105
San Diego, CA 92115",6.55
METFORMIN HCL,San Diego,SUITECARE PHARMACY  ,"2441 E Plaza Blvd
National City, CA 91950",6.55
METFORMIN HCL,San Diego,PLAZA PHARMACY  ,"2220 E Plaza Blvd Ste L
National City, CA 91950",6.55
METFORMIN HCL,San Diego,COSTCO PHARMACY  ,"650 Gateway Center Dr
San Diego, CA 92102",8.22
METFORMIN HCL,San Diego,POINT LOMA CABRILLO DRUG  ,"955 Catalina Blvd Ste 102A
San Diego, CA 92106",8.22
METFORMIN HCL,San Diego,SHARP REES STEALY PHARMACY  ,"2929 Health Center Dr
San Diego, CA 92123",8.22
METFORMIN HCL,San Diego,RITE AID PHARMACY  ,"1411 Kettner Blvd
San Diego, CA 92101",8.78
METFORMIN HCL,San Diego,CVS PHARMACY  ,"510 C St
San Diego, CA 92101",9.69
METFORMIN HCL,San Diego,VONS PHARMACY  ,"515 W Washington St
San Diego, CA 92103",9.8
METFORMIN HCL,San Diego,SAVON PHARMACY  ,"655 14th St
San Diego, CA 92101",11.3
METFORMIN HCL,San Diego,WALGREENS  ,"301 University Ave
San Diego, CA 92103",11.54
METFORMIN HCL,San Diego,"COMMUNITY, A WALGREENS PHARMACY  ","640 University Ave
San Diego, CA 92103",11.54
METFORMIN HCL,San Diego,WALMART PHARMACY  ,"2121 Imperial Ave
San Diego, CA 92102",39.19
METFORMIN HCL,San Francisco,LUCKY PHARMACY  ,"1750 Fulton St
San Francisco, CA 94117",5.37
METFORMIN HCL,San Francisco,SCRIPTSITE PHARMACY  ,"870 Market St Ste 1028
San Francisco, CA 94102",6.55
METFORMIN HCL,San Francisco,COSTCO PHARMACY  ,"450 10th St
San Francisco, CA 94103",8.22
METFORMIN HCL,San Francisco,CVS PHARMACY  ,"701 VAN NESS AVE
San Francisco, CA 94102",9.69
METFORMIN HCL,San Francisco,SAFEWAY PHARMACY  ,"2020 Market St
San Francisco, CA 94114",9.8
METFORMIN HCL,San Francisco,WALGREENS  ,"1496 Market St
San Francisco, CA 94102",11.54
METFORMIN HCL,San Francisco,"COMMUNITY, A WALGREENS PHARMACY  ","2262 Market St
San Francisco, CA 94114",11.54
METFORMIN HCL,Seattle,QFC PHARMACY  ,"417 Broadway E
Seattle, WA 98102",3.8
METFORMIN HCL,Seattle,QFC WEST SEATTLE  ,"4550 42nd Ave SW
Seattle, WA 98116",3.8
METFORMIN HCL,Seattle,FRED MEYER PHARMACY  ,"915 NW 45th St
Seattle, WA 98107",3.8
METFORMIN HCL,Seattle,KATTERMANS SAND POINT PHARMACY  ,"5400 Sand Point Way NE
Seattle, WA 98105",6.55
METFORMIN HCL,Seattle,BOB JOHNSONS PHARMACY  ,"1407 NW 85th St
Seattle, WA 98117",6.55
METFORMIN HCL,Seattle,COSTCO PHARMACY  ,"4401 4th Ave S
Seattle, WA 98134",8.22
METFORMIN HCL,Seattle,PHARMACA INTEGRATIVE PHARMACY INC  ,"4130 E Madison St
Seattle, WA 98112",8.22
METFORMIN HCL,Seattle,PHARMACA INTERGRATIVE PHARMACY INC  ,"1815 N 45th St Ste 110
Seattle, WA 98103",8.22
METFORMIN HCL,Seattle,RITE AID PHARMACY  ,"2603 3rd Ave
Seattle, WA 98121",8.78
METFORMIN HCL,Seattle,CVS PHARMACY  ,"1401 2nd Ave
Seattle, WA 98101",9.69
METFORMIN HCL,Seattle,SAFEWAY PHARMACY  ,"1410 E John St
Seattle, WA 98112",9.8
METFORMIN HCL,Seattle,WALGREENS  ,"222 Pike St
Seattle, WA 98101",11.54
METFORMIN HCL,Seattle,"COMMUNITY, A WALGREENS PHARMACY  ","1409 11th Ave
Seattle, WA 98122",11.54
METFORMIN HCL,St Louis,SCHNUCKS PHARMACY  ,"315 N 9th St
Saint Louis, MO 63101",4
METFORMIN HCL,St Louis,WALMART PHARMACY  ,"1511 Camp Jackson Rd
Cahokia, IL 62206",4
METFORMIN HCL,St Louis,BWELL PHARMACY  ,"5201 Chippewa St
Saint Louis, MO 63109",5.37
METFORMIN HCL,St Louis,THE MEDICINE SHOPPE  ,"4900 Delmar Blvd
Saint Louis, MO 63108",8.22
METFORMIN HCL,St Louis,CVS PHARMACY  ,"3925 Lindell Blvd
Saint Louis, MO 63108",9.69
METFORMIN HCL,St Louis,WALGREENS  ,"1530 Lafayette Ave
Saint Louis, MO 63104",11.54
METFORMIN HCL,St Louis,"COMMUNITY, A WALGREENS PHARMACY  ","115A N Euclid Ave
Saint Louis, MO 63108",11.54
METFORMIN HCL,St Louis,WALGREENS  ,"3822 S Kingshighway Blvd
Saint Louis, MO 63109",11.54
METFORMIN HCL,Tampa,PUBLIX PHARMACY  ,"3003 W Dr Martin Luther King Jr Blvd
Tampa, FL 33607",3.1
METFORMIN HCL,Tampa,WALMART PHARMACY  ,"1601 W Kennedy Blvd
Tampa, FL 33606",4
METFORMIN HCL,Tampa,WINN DIXIE  ,"805 E Dr Martin Luther King Jr Blvd
Tampa, FL 33603",4
METFORMIN HCL,Tampa,CCM PHARMACY LLC  ,"6821 W Hillsborough Ave Ste 6
Tampa, FL 33634",5.37
METFORMIN HCL,Tampa,PHARMXPRESS PHARMACY  ,"507 E Dr Martin Luther King Jr Blvd
Tampa, FL 33603",6.55
METFORMIN HCL,Tampa,BUTTERFLY PHARMACY  ,"3940 W Hillsborough Ave
Tampa, FL 33614",6.55
METFORMIN HCL,Tampa,MY PHARMACY OF TAMPA  ,"7108 Causeway Blvd
Tampa, FL 33619",6.55
METFORMIN HCL,Tampa,"NORTH TAMPA PHARMACY,INC.  ","104 E Fletcher Ave Ste F
Tampa, FL 33612",6.55
METFORMIN HCL,Tampa,BENZER PHARMACY  ,"2812 W Dr Martin Luther King Jr Blvd
Tampa, FL 33607",6.84
METFORMIN HCL,Tampa,FUSION PHARMACEUTICALS  ,"4115 W Spruce St Ste 202
Tampa, FL 33607",7.28
METFORMIN HCL,Tampa,SAGE RX SPECIALTY PHARMACY  ,"3693 W Waters Ave # 1210
Tampa, FL 33614",7.28
METFORMIN HCL,Tampa,COSTCO PHARMACY  ,"10921 Causeway Blvd
Brandon, FL 33511",8.22
METFORMIN HCL,Tampa,OUSIA PHARMACY CORP.  ,"4343 Gunn Hwy
Tampa, FL 33618",8.28
METFORMIN HCL,Tampa,CVS PHARMACY  ,"611 S Howard Ave
Tampa, FL 33606",9.69
METFORMIN HCL,Tampa,WALGREENS  ,"315 W Platt St
Tampa, FL 33606",11.54
METFORMIN HCL,Tampa,"COMMUNITY, A WALGREENS PHARMACY  ","1506 W KENNEDY BLVD
Tampa, FL 33606",22.99
METFORMIN HCL,"Washington, DC",WALMART PHARMACY  ,"99 H St NW
Washington, DC 20001",4
METFORMIN HCL,"Washington, DC",HARRIS TEETER PHARMACY  ,"1631 Kalorama Rd NW Ste 100
Washington, DC 20009",5.74
METFORMIN HCL,"Washington, DC",SHEPHERD PHARMACY  ,"4402 Georgia Ave NW
Washington, DC 20011",6.55
METFORMIN HCL,"Washington, DC",GIANT PHARMACY  ,"1400 7th St
Washington, DC 20001",6.99
METFORMIN HCL,"Washington, DC",APEX CARE SPECIALTY PHARMACY  ,"210 Michigan Ave NE
Washington, DC 20017",8.67
METFORMIN HCL,"Washington, DC",CVS PHARMACY  ,"1637 P St NW
Washington, DC 20036",9.69
METFORMIN HCL,"Washington, DC",SAFEWAY PHARMACY  ,"490 L St NW
Washington, DC 20001",9.8
METFORMIN HCL,"Washington, DC","COMMUNITY, A WALGREENS PHARMACY  ","1325 14th St NW
Washington, DC 20005",11.54
METFORMIN HCL,"Washington, DC",WALGREENS  ,"1217 22nd St NW
Washington, DC 20037",11.54
METFORMIN HCL,"Washington, DC",RITE AID PHARMACY  ,"1306 U St NW
Washington, DC 20009",11.54
METOPROLOL TARTRATE,Atlanta,WALMART PHARMACY  ,"835 Martin Luther King Jr Dr NW
Atlanta, GA 30314",4
METOPROLOL TARTRATE,Atlanta,PUBLIX PHARMACY  ,"905 Memorial Dr SE
Atlanta, GA 30316",4.3
METOPROLOL TARTRATE,Atlanta,KROGER PHARMACY  ,"800 Glenwood Ave SE
Atlanta, GA 30316",4.4
METOPROLOL TARTRATE,Atlanta,CVS PHARMACY  ,"12 Broad St SW Ste J
Atlanta, GA 30303",8.69
METOPROLOL TARTRATE,Atlanta,CARE PLUS CVS/PHARMACY  ,"133 Peachtree St NE
Atlanta, GA 30303",8.69
METOPROLOL TARTRATE,Atlanta,WALGREENS  ,"25 Peachtree St SE
Atlanta, GA 30303",8.93
METOPROLOL TARTRATE,Atlanta,"COMMUNITY, A WALGREENS PHARMACY  ","565 Peachtree St NE Ste B
Atlanta, GA 30308",8.93
METOPROLOL TARTRATE,Atlanta,RITE AID PHARMACY  ,"891 Ponce De Leon Ave NE
Atlanta, GA 30306",8.93
METOPROLOL TARTRATE,Austin,WALMART PHARMACY  ,"710 E Ben White Blvd
Austin, TX 78704",4
METOPROLOL TARTRATE,Austin,HEB PHARMACY  ,"2701 E 7th St
Austin, TX 78702",6
METOPROLOL TARTRATE,Austin,FORTY ACRES PHARMACY  ,"100 F W Dean Keeton Ssb 1 110
Austin, TX 78712",6.75
METOPROLOL TARTRATE,Austin,PILLPACK AUSTIN  ,"220 Industrial Blvd Ste 100
Austin, TX 78745",7.01
METOPROLOL TARTRATE,Austin,NAUS ENFIELD DRUG  ,"1115 W Lynn St
Austin, TX 78703",8.63
METOPROLOL TARTRATE,Austin,CVS PHARMACY  ,"500 Congress Ave
Austin, TX 78701",8.69
METOPROLOL TARTRATE,Austin,COSTCO PHARMACY  ,"4301 W William Cannon Dr
Austin, TX 78749",9.51
METOPROLOL TARTRATE,Austin,WALGREENS  ,"1920 E Riverside Dr
Austin, TX 78741",10.93
METOPROLOL TARTRATE,Austin,"COMMUNITY, A WALGREENS PHARMACY  ","3701 Guadalupe St
Austin, TX 78705",10.93
METOPROLOL TARTRATE,Austin,RANDALLS PHARMACY  ,"715 Exposition Blvd
Austin, TX 78703",11
METOPROLOL TARTRATE,Baltimore,WALMART PHARMACY  ,"3601 Washington Blvd
Arbutus, MD 21227",4
METOPROLOL TARTRATE,Baltimore,JOHN HOPKINS OP PHARMACY AT WEINBERG  ,"401 N Broadway St Ste 1001
Baltimore, MD 21287",6.75
METOPROLOL TARTRATE,Baltimore,GIANT PHARMACY  ,"601 E 33rd St
Baltimore, MD 21218",6.99
METOPROLOL TARTRATE,Baltimore,MIDAS RX PHARMACY  ,"700 Washington Blvd
Baltimore, MD 21230",7.75
METOPROLOL TARTRATE,Baltimore,"CONNET PHARMACY, LLC  ","510 S Broadway
Baltimore, MD 21231",7.75
METOPROLOL TARTRATE,Baltimore,GWYNN OAK PHARMACY  ,"4909 Liberty Heights Ave
Baltimore, MD 21207",7.75
METOPROLOL TARTRATE,Baltimore,EUTAW PHARMACY  ,"622 N EUTAW ST UNIT A
Baltimore, MD 21201",7.88
METOPROLOL TARTRATE,Baltimore,WEIS PHARMACY  ,"7200 Holabird Ave
Dundalk, MD 21222",7.99
METOPROLOL TARTRATE,Baltimore,CVS PHARMACY  ,"400 E Pratt St
Baltimore, MD 21202",8.69
METOPROLOL TARTRATE,Baltimore,HARRIS TEETER PHARMACY  ,"1801 Whetstone Way
Baltimore, MD 21230",8.74
METOPROLOL TARTRATE,Baltimore,SHOPRITE PHARMACY  ,"4601 Liberty Heights Ave
Baltimore, MD 21207",8.74
METOPROLOL TARTRATE,Baltimore,WALGREENS  ,"19 E Fayette St
Baltimore, MD 21202",8.93
METOPROLOL TARTRATE,Baltimore,"COMMUNITY, A WALGREENS PHARMACY  ","6 N Howard St
Baltimore, MD 21201",8.93
METOPROLOL TARTRATE,Baltimore,RITE AID PHARMACY  ,"903 E Fort Ave
Baltimore, MD 21230",8.93
METOPROLOL TARTRATE,Baltimore,UNIVERSITY PHARMACY  ,"22 S Greene St
Baltimore, MD 21201",9.51
METOPROLOL TARTRATE,Baltimore,CHASE BREXTON  ,"1111 N Charles St
Baltimore, MD 21201",9.51
METOPROLOL TARTRATE,Baltimore,SAFEWAY PHARMACY  ,"2401 N Charles St
Baltimore, MD 21218",11
METOPROLOL TARTRATE,Boston,STOP & SHOP PHARMACY  ,"1100 Massachusetts Ave
Dorchester, MA 02125",6.99
METOPROLOL TARTRATE,Boston,INMAN PHARMACY  ,"1414 Cambridge St
Cambridge, MA 02139",7.75
METOPROLOL TARTRATE,Boston,PRIME PHARMACY  ,"201 Humboldt Ave
Dorchester, MA 02121",7.75
METOPROLOL TARTRATE,Boston,HARVARD COMM HEALTH PLAN PHARMACY  ,"147 Milk St
Boston, MA 02109",7.88
METOPROLOL TARTRATE,Boston,CVS PHARMACY  ,"2 Center Plz
Boston, MA 02108",8.69
METOPROLOL TARTRATE,Boston,WALGREENS  ,"24 School St
Boston, MA 02108",8.93
METOPROLOL TARTRATE,Boston,"COMMUNITY, A WALGREENS PHARMACY  ","23 Stanhope St # 23
Boston, MA 02116",8.93
METOPROLOL TARTRATE,Boston,RITE AID PHARMACY  ,"14 McGrath Hwy
Somerville, MA 02143",8.93
METOPROLOL TARTRATE,Boston,"STRAND, A WALGREENS PHARMACY  ","533 Columbia Rd
Dorchester, MA 02125",8.93
METOPROLOL TARTRATE,Boston,COSTCO PHARMACY  ,"2 Mystic View Rd
Everett, MA 02149",9.51
METOPROLOL TARTRATE,Boston,OSCO PHARMACY  ,"1065 Commonwealth Ave
Boston, MA 02215",12.5
METOPROLOL TARTRATE,Charlotte,WALMART PHARMACY  ,"3240 Wilkinson Blvd
Charlotte, NC 28208",4
METOPROLOL TARTRATE,Charlotte,BI LO PHARMACY  ,"2924 Mt Holly Huntersville Rd
Charlotte, NC 28214",4
METOPROLOL TARTRATE,Charlotte,PUBLIX PHARMACY  ,"2222 South Blvd
Charlotte, NC 28203",4.3
METOPROLOL TARTRATE,Charlotte,HARRIS TEETER PHARMACY  ,"1704 Central Ave
Charlotte, NC 28205",4.3
METOPROLOL TARTRATE,Charlotte,CHARLOTTE FAMILY PHARMACY  ,"7008 E W T Harris Blvd Ste 4
Charlotte, NC 28215",7.88
METOPROLOL TARTRATE,Charlotte,CVS PHARMACY  ,"210 E Trade St Ste E186
Charlotte, NC 28202",8.69
METOPROLOL TARTRATE,Charlotte,BENZER PHARMACY  ,"6018 the Plz
Charlotte, NC 28215",8.79
METOPROLOL TARTRATE,Charlotte,WALGREENS  ,"101 S Tryon St Ste 22
Charlotte, NC 28280",8.93
METOPROLOL TARTRATE,Charlotte,RITE AID PHARMACY  ,"4133 Park Rd
Charlotte, NC 28209",8.93
METOPROLOL TARTRATE,Charlotte,WALGREENS  ,"6649 Morrison Blvd
Charlotte, NC 28211",8.93
METOPROLOL TARTRATE,Charlotte,COSTCO PHARMACY  ,"500 Tyvola Rd
Charlotte, NC 28217",9.51
METOPROLOL TARTRATE,Chicago,MARIANOS PHARMACY  ,"1500 N Clybourn Ave Unit C104
Chicago, IL 60610",5
METOPROLOL TARTRATE,Chicago,WELL FUTURE PHARMACY LLC  ,"1442 S Michigan Ave
Chicago, IL 60605",7.75
METOPROLOL TARTRATE,Chicago,SINAI COMMUNITY PHARMACY INC  ,"California Ave at 15th St
Chicago, IL 60608",7.75
METOPROLOL TARTRATE,Chicago,COLUMBIA PHARMACY INC  ,"2929 S Wabash Ave Ste 101
Chicago, IL 60616",7.75
METOPROLOL TARTRATE,Chicago,BRONZEVILLE PHARMACY  ,"3241 S Michigan Ave Ste 1583
Chicago, IL 60616",7.75
METOPROLOL TARTRATE,Chicago,CVS PHARMACY  ,"520 S State St
Chicago, IL 60605",8.69
METOPROLOL TARTRATE,Chicago,CARE PLUS CVS/PHARMACY  ,"69 W Washington St Lowr LL09
Chicago, IL 60602",8.69
METOPROLOL TARTRATE,Chicago,WALGREENS  ,"79 W Monroe St
Chicago, IL 60603",8.93
METOPROLOL TARTRATE,Chicago,UNITE HERE HEALTH PHARMACY  ,"218 S WABASH AVE
Chicago, IL 60604",8.93
METOPROLOL TARTRATE,Chicago,"PARKWAY DRUGS, A WALGREEN PHARMACY  ","680 N Lake Shore Dr Ste 108
Chicago, IL 60611",8.93
METOPROLOL TARTRATE,Chicago,COSTCO PHARMACY  ,"1430 S Ashland Ave
Chicago, IL 60608",9.51
METOPROLOL TARTRATE,Chicago,OSCO DRUG  ,"1224 S Wabash Ave
Chicago, IL 60605",12.5
METOPROLOL TARTRATE,Cincinnati,WALMART PHARMACY  ,"3450 Valley Plaza Pkwy
Ft Mitchell, KY 41017",4
METOPROLOL TARTRATE,Cincinnati,KROGER PHARMACY  ,"53 Donnermeyer Dr
Bellevue, KY 41073",4.3
METOPROLOL TARTRATE,Cincinnati,MEIJER PHARMACY  ,"4825 Marburg Ave Unit B
Cincinnati, OH 45209",6
METOPROLOL TARTRATE,Cincinnati,UC HEALTH PHARMACY  ,"3200 Burnet Ave
Cincinnati, OH 45229",6.75
METOPROLOL TARTRATE,Cincinnati,TISCHBEIN PHARMACY  ,"3500 Erie Ave
Cincinnati, OH 45208",6.75
METOPROLOL TARTRATE,Cincinnati,PHARMACY OVER THE RHINE  ,"5 E Liberty St
Cincinnati, OH 45202",7.75
METOPROLOL TARTRATE,Cincinnati,CVS PHARMACY  ,"36 E 7th St
Cincinnati, OH 45202",8.69
METOPROLOL TARTRATE,Cincinnati,WALGREENS  ,"601 Race St
Cincinnati, OH 45202",10.93
METOPROLOL TARTRATE,Cincinnati,"COMMUNITY, A WALGREENS PHARMACY  ","260 Stetson St Ste F
Cincinnati, OH 45219",10.93
METOPROLOL TARTRATE,Dallas,WALMART PHARMACY  ,"2305 N Central Expy
Dallas, TX 75204",4
METOPROLOL TARTRATE,Dallas,KROGER PHARMACY  ,"4241 Capitol Ave
Dallas, TX 75204",4.3
METOPROLOL TARTRATE,Dallas,PRESTON ROAD PHARMACY  ,"6901 Preston Rd
Dallas, TX 75205",6.75
METOPROLOL TARTRATE,Dallas,LORD AND A PHARMACY  ,"2949 Martin Luther King Jr Blvd
Dallas, TX 75215",7.75
METOPROLOL TARTRATE,Dallas,METHODIST COMMUNITY PHARMACY - DALLAS  ,"1441 N BECKLEY AVE
Dallas, TX 75203",7.75
METOPROLOL TARTRATE,Dallas,BLUITTS PHARMACY  ,"2809 Cedar Crest Blvd
Dallas, TX 75203",7.75
METOPROLOL TARTRATE,Dallas,ALDRIDGES FAMILY  ,"1408 Bonnie View Rd
Dallas, TX 75203",7.75
METOPROLOL TARTRATE,Dallas,SAFEMED PHARMACY  ,"6300 Samuell Blvd Ste 118
Dallas, TX 75228",7.75
METOPROLOL TARTRATE,Dallas,LOOP 12 PHARMACY  ,"3232 GREAT TRINITY FOREST WAY # 103
Dallas, TX 75216",7.88
METOPROLOL TARTRATE,Dallas,ALTA CARE PHARMACY  ,"3434 W Illinois Ave Ste 7
Dallas, TX 75211",7.88
METOPROLOL TARTRATE,Dallas,CVS PHARMACY  ,"208 S Akard St # PC08
Dallas, TX 75202",8.69
METOPROLOL TARTRATE,Dallas,"RENUE RX, A BENZER PHARMACY  ","600 N Pearl St Ste H201
Dallas, TX 75201",8.79
METOPROLOL TARTRATE,Dallas,WALGREENS  ,"1306 N Beckley Ave
Dallas, TX 75203",8.93
METOPROLOL TARTRATE,Dallas,"COMMUNITY, A WALGREENS PHARMACY  ","3826 Cedar Springs Rd
Dallas, TX 75219",8.93
METOPROLOL TARTRATE,Dallas,UT SOUTHWESTERN CAMPUS PHARMACY  ,"5303 Harry Hines Blvd Ste 100
Dallas, TX 75390",9.96
